# Annual demand (TWh),Annual Energy Losses (TWh),PV Capacity (GW),PV Avg Annual Gen (GWh),Wind Capacity (GW),Wind Avg Annual Gen (GWh),Hydro Capacity (GW),Hydro Avg Annual Gen (GWh),Fossil Capacity (GW),Fossil Generation (GWh),Inter Capacity (GW),Inter Generation (GWh),PHES-PowerCap (GW),PHES-EnergyCap (GWh),CapDCO,CapDCS,CapAC,LCOE,LCOG,LCOB,LCOG_PV,LCOG_Wind,LCOG_Hydro,LCOG_Inter,LCOGFossil,LCOBS_PHES,LCOBT,LCOB_LossesSpillage
653,4.060175301,976.759756,1295.905137,226.3290859,845.9779902,30.20076,84.8552837,59.43,20.85553965,0,0,26.23386128,0.755288969,66.78820094,0,55.03341474,140.8207401,37.06833816,103.752402,44.85402056,22.29336816,50,0,100,1.748231269,10.68684125,91.31732944
