# Annual demand (TWh),Annual Energy Losses (TWh),PV Capacity (GW),PV Avg Annual Gen (GWh),Wind Capacity (GW),Wind Avg Annual Gen (GWh),Hydro Capacity (GW),Hydro Avg Annual Gen (GWh),Fossil Capacity (GW),Fossil Generation (GWh),Inter Capacity (GW),Inter Generation (GWh),PHES-PowerCap (GW),PHES-EnergyCap (GWh),CapDCO,CapDCS,CapAC,LCOE,LCOG,LCOB,LCOG_PV,LCOG_Wind,LCOG_Hydro,LCOG_Inter,LCOGFossil,LCOBS_PHES,LCOBT,LCOB_LossesSpillage
29.999999999999982,0.0,2.8722489313213373,4.033209990141786,4.106211523599313,14.984822818927285,3.109,14.709329498433988,1.8780000000000001,0.4724140222952954,0.0,0.0,1.0642637557930357,10.245722767002007,0.0,0.0,0.849964794033076,47.49530998728793,37.88911550626864,9.606194481019294,42.379719113786095,22.834109960628982,50.00000000000001,0.0,100.0,2.4667360251077413,1.835264773904102,5.304193682007451
