# Annual demand (TWh),Annual Energy Losses (TWh),PV Capacity (GW),PV Avg Annual Gen (GWh),Wind Capacity (GW),Wind Avg Annual Gen (GWh),Hydro Capacity (GW),Hydro Avg Annual Gen (GWh),Fossil Capacity (GW),Fossil Generation (GWh),PHES-PowerCap (GW),PHES-EnergyCap (GWh),CapDCO,CapDCS,CapAC,LCOE,LCOG,LCOB,LCOG_PV,LCOG_Wind,LCOG_Hydro,LCOGFossil,LCOBS_PHES,LCOBT,LCOB_LossesSpillage
1306.0000000004538,10.676788436559256,107.32099070714321,154.14762952082035,351.14983082163286,1313.1636565571146,35.35176,86.95706210023286,59.43,73.98606366265113,76.36373174889104,1359.7044444508501,145.80929398733605,0.0,71.303176071398,51.32834463597037,29.107201713652984,22.221142922317384,41.431881343347015,22.282709160845442,50.00000000000001,100.0,5.419787388143198,9.320060119472963,7.481295414701222
