# Annual demand (TWh),Annual Energy Losses (TWh),PV Capacity (GW),PV Avg Annual Gen (GWh),Wind Capacity (GW),Wind Avg Annual Gen (GWh),Hydro Capacity (GW),Hydro Avg Annual Gen (GWh),Fossil Capacity (GW),Fossil Generation (GWh),PHES-PowerCap (GW),PHES-EnergyCap (GWh),CapDCO,CapDCS,CapAC,LCOE,LCOG,LCOB,LCOG_PV,LCOG_Wind,LCOG_Hydro,LCOGFossil,LCOBS_PHES,LCOBT,LCOB_LossesSpillage
652.999999999001,4.783880534674193,4.739409343724219,6.942564175610277,177.20987155141262,662.3551285303735,35.35176,40.975381255827855,59.43,88.18496461751201,26.563673694691715,338.21750170298037,69.26999307243096,0.0,35.489368403719766,52.19056897332249,32.457518262122264,19.733050711200228,40.62479188182404,22.294174202572968,50.00000000000001,99.99999999999999,3.1979886449592936,9.012139252409757,7.522922813831176
