# Annual demand (TWh),Annual Energy Losses (TWh),PV Capacity (GW),PV Avg Annual Gen (GWh),Wind Capacity (GW),Wind Avg Annual Gen (GWh),Hydro Capacity (GW),Hydro Avg Annual Gen (GWh),Fossil Capacity (GW),Fossil Generation (GWh),PHES-PowerCap (GW),PHES-EnergyCap (GWh),CapDCO,CapDCS,CapAC,LCOE,LCOG,LCOB,LCOG_PV,LCOG_Wind,LCOG_Hydro,LCOGFossil,LCOBS_PHES,LCOBT,LCOB_LossesSpillage
652.999999999001,7.761334521224921,207.1856607675927,266.79019463339665,217.05398895708095,804.4347287976054,35.35176,40.975381255827855,59.43,0.0,444.5032908859239,3870.3162970466365,174.87199193623894,0.0,45.48265439909212,114.23601039358073,29.18999075768091,85.04601963589982,46.21433015139683,22.483884357899807,50.00000000000001,0.0,46.16569240994588,17.755421571685943,21.124905654267998
