# Annual demand (TWh),Annual Energy Losses (TWh),PV Capacity (GW),PV Avg Annual Gen (TWh),Wind Capacity (GW),Wind Avg Annual Gen (TWh),Hydro Capacity (GW),Hydro Avg Annual Gen (TWh),Fossil Capacity (GW),Fossil Generation (TWh),PHES-PowerCap (GW),PHES-EnergyCap (GWh),CapDCO,CapDCS,CapAC,LCOE,LCOG,LCOB,LCOG_PV,LCOG_Wind,LCOG_Hydro,LCOGFossil,LCOBS_PHES,LCOBT,LCOB_LossesSpillage
68.999999999996,0.0,62.04099949481315,91.05622876362825,0.9750918013669434,3.555451021281686,1.32976,1.01674633841904,0.559,0.138166611006578,22.26803621352883,519.804967732438,0.0,0.0,0.8154283552215202,91.05170219362553,40.14812114736592,50.90358104625961,40.54674148249214,22.853103547416637,50.0,149.99999999999997,34.563737965624036,0.7655183299032394,15.574324750732336
