# Annual demand (TWh),Annual Energy Losses (TWh),PV Capacity (GW),PV Avg Annual Gen (TWh),Wind Capacity (GW),Wind Avg Annual Gen (TWh),Hydro Capacity (GW),Hydro Avg Annual Gen (TWh),Fossil Capacity (GW),Fossil Generation (TWh),PHES-PowerCap (GW),PHES-EnergyCap (GWh),CapDCO,CapDCS,CapAC,LCOE,LCOG,LCOB,LCOG_PV,LCOG_Wind,LCOG_Hydro,LCOGFossil,LCOBS_PHES,LCOBT,LCOB_LossesSpillage
172.99999999947002,0.0,10.450185465764662,11.096547280391622,32.339313409567694,121.23503399348779,10.342,51.42869760000001,11.387,20.753197477309676,11.093096017299104,287.2967248036948,0.0,0.0,6.572364536571186,55.80855155738564,38.93842302638883,16.87012853099681,56.043204763752286,22.227828614030056,50.0,100.0,7.3162476901199,2.460903539032421,7.092977301844488
