,intraday,overnight,monthly,seasonal,longterm,Original,Frequencies
39087,,0j,0j,0j,0j,,0.44619353654531807
39088,,0j,0j,0j,0j,,0.44620495194011806
39089,,0j,0j,0j,0j,,0.446216367334918
39090,,0j,0j,0j,0j,,0.4462277827297179
39091,,0j,0j,0j,0j,,0.44623919812451784
39092,,0j,0j,0j,0j,,0.4462506135193178
39093,,0j,0j,0j,0j,,0.44626202891411776
39094,,0j,0j,0j,0j,,0.4462734443089177
39095,,0j,0j,0j,0j,,0.4462848597037176
39096,,0j,0j,0j,0j,,0.44629627509851755
39097,,0j,0j,0j,0j,,0.44630769049331753
39098,,0j,0j,0j,0j,,0.44631910588811746
39099,,0j,0j,0j,0j,,0.4463305212829174
39100,,0j,0j,0j,0j,,0.4463419366777173
39101,,0j,0j,0j,0j,,0.44635335207251725
39102,,0j,0j,0j,0j,,0.44636476746731724
39103,,0j,0j,0j,0j,,0.44637618286211717
39104,,0j,0j,0j,0j,,0.4463875982569171
39105,,0j,0j,0j,0j,,0.446399013651717
39106,,0j,0j,0j,0j,,0.44641042904651695
39107,,0j,0j,0j,0j,,0.44642184444131694
39108,,0j,0j,0j,0j,,0.44643325983611687
39109,,0j,0j,0j,0j,,0.4464446752309168
39110,,0j,0j,0j,0j,,0.44645609062571673
39111,,0j,0j,0j,0j,,0.4464675060205167
39112,,0j,0j,0j,0j,,0.44647892141531664
39113,,0j,0j,0j,0j,,0.4464903368101166
39114,,0j,0j,0j,0j,,0.4465017522049165
39115,,0j,0j,0j,0j,,0.44651316759971643
39116,,0j,0j,0j,0j,,0.4465245829945164
39117,,0j,0j,0j,0j,,0.44653599838931635
39118,,0j,0j,0j,0j,,0.4465474137841163
39119,,0j,0j,0j,0j,,0.4465588291789162
39120,,0j,0j,0j,0j,,0.4465702445737162
39121,,0j,0j,0j,0j,,0.4465816599685161
39122,,0j,0j,0j,0j,,0.44659307536331605
39123,,0j,0j,0j,0j,,0.446604490758116
39124,,0j,0j,0j,0j,,0.4466159061529159
39125,,0j,0j,0j,0j,,0.4466273215477159
39126,,0j,0j,0j,0j,,0.4466387369425158
39127,,0j,0j,0j,0j,,0.44665015233731575
39128,,0j,0j,0j,0j,,0.4466615677321157
39129,,0j,0j,0j,0j,,0.4466729831269156
39130,,0j,0j,0j,0j,,0.4466843985217156
39131,,0j,0j,0j,0j,,0.4466958139165155
39132,,0j,0j,0j,0j,,0.44670722931131546
39133,,0j,0j,0j,0j,,0.4467186447061154
39134,,0j,0j,0j,0j,,0.44673006010091537
39135,,0j,0j,0j,0j,,0.4467414754957153
39136,,0j,0j,0j,0j,,0.44675289089051523
39137,,0j,0j,0j,0j,,0.44676430628531516
39138,,0j,0j,0j,0j,,0.4467757216801151
39139,,0j,0j,0j,0j,,0.4467871370749151
39140,,0j,0j,0j,0j,,0.446798552469715
39141,,0j,0j,0j,0j,,0.44680996786451493
39142,,0j,0j,0j,0j,,0.44682138325931486
39143,,0j,0j,0j,0j,,0.4468327986541148
39144,,0j,0j,0j,0j,,0.4468442140489148
39145,,0j,0j,0j,0j,,0.4468556294437147
39146,,0j,0j,0j,0j,,0.44686704483851464
39147,,0j,0j,0j,0j,,0.44687846023331457
39148,,0j,0j,0j,0j,,0.44688987562811455
39149,,0j,0j,0j,0j,,0.4469012910229145
39150,,0j,0j,0j,0j,,0.4469127064177144
39151,,0j,0j,0j,0j,,0.44692412181251434
39152,,0j,0j,0j,0j,,0.44693553720731427
39153,,0j,0j,0j,0j,,0.44694695260211426
39154,,0j,0j,0j,0j,,0.4469583679969142
39155,,0j,0j,0j,0j,,0.4469697833917141
39156,,0j,0j,0j,0j,,0.44698119878651404
39157,,0j,0j,0j,0j,,0.44699261418131403
39158,,0j,0j,0j,0j,,0.44700402957611396
39159,,0j,0j,0j,0j,,0.4470154449709139
39160,,0j,0j,0j,0j,,0.4470268603657138
39161,,0j,0j,0j,0j,,0.44703827576051375
39162,,0j,0j,0j,0j,,0.44704969115531373
39163,,0j,0j,0j,0j,,0.44706110655011366
39164,,0j,0j,0j,0j,,0.4470725219449136
39165,,0j,0j,0j,0j,,0.4470839373397135
39166,,0j,0j,0j,0j,,0.44709535273451345
39167,,0j,0j,0j,0j,,0.44710676812931344
39168,,0j,0j,0j,0j,,0.44711818352411337
39169,,0j,0j,0j,0j,,0.4471295989189133
39170,,0j,0j,0j,0j,,0.4471410143137132
39171,,0j,0j,0j,0j,,0.4471524297085132
39172,,0j,0j,0j,0j,,0.44716384510331314
39173,,0j,0j,0j,0j,,0.44717526049811307
39174,,0j,0j,0j,0j,,0.447186675892913
39175,,0j,0j,0j,0j,,0.44719809128771293
39176,,0j,0j,0j,0j,,0.4472095066825129
39177,,0j,0j,0j,0j,,0.44722092207731284
39178,,0j,0j,0j,0j,,0.4472323374721128
39179,,0j,0j,0j,0j,,0.4472437528669127
39180,,0j,0j,0j,0j,,0.4472551682617127
39181,,0j,0j,0j,0j,,0.4472665836565126
39182,,0j,0j,0j,0j,,0.44727799905131255
39183,,0j,0j,0j,0j,,0.4472894144461125
39184,,0j,0j,0j,0j,,0.4473008298409124
39185,,0j,0j,0j,0j,,0.4473122452357124
39186,,0j,0j,0j,0j,,0.4473236606305123
39187,,0j,0j,0j,0j,,0.44733507602531225
39188,,0j,0j,0j,0j,,0.4473464914201122
39189,,0j,0j,0j,0j,,0.4473579068149121
39190,,0j,0j,0j,0j,,0.4473693222097121
39191,,0j,0j,0j,0j,,0.447380737604512
39192,,0j,0j,0j,0j,,0.44739215299931195
39193,,0j,0j,0j,0j,,0.4474035683941119
39194,,0j,0j,0j,0j,,0.44741498378891187
39195,,0j,0j,0j,0j,,0.4474263991837118
39196,,0j,0j,0j,0j,,0.44743781457851173
39197,,0j,0j,0j,0j,,0.44744922997331166
39198,,0j,0j,0j,0j,,0.4474606453681116
39199,,0j,0j,0j,0j,,0.44747206076291157
39200,,0j,0j,0j,0j,,0.4474834761577115
39201,,0j,0j,0j,0j,,0.44749489155251143
39202,,0j,0j,0j,0j,,0.44750630694731136
39203,,0j,0j,0j,0j,,0.4475177223421113
39204,,0j,0j,0j,0j,,0.4475291377369113
39205,,0j,0j,0j,0j,,0.4475405531317112
39206,,0j,0j,0j,0j,,0.44755196852651113
39207,,0j,0j,0j,0j,,0.44756338392131106
39208,,0j,0j,0j,0j,,0.44757479931611105
39209,,0j,0j,0j,0j,,0.447586214710911
39210,,0j,0j,0j,0j,,0.4475976301057109
39211,,0j,0j,0j,0j,,0.44760904550051084
39212,,0j,0j,0j,0j,,0.44762046089531077
39213,,0j,0j,0j,0j,,0.44763187629011075
39214,,0j,0j,0j,0j,,0.4476432916849107
39215,,0j,0j,0j,0j,,0.4476547070797106
39216,,0j,0j,0j,0j,,0.44766612247451054
39217,,0j,0j,0j,0j,,0.4476775378693105
39218,,0j,0j,0j,0j,,0.44768895326411046
39219,,0j,0j,0j,0j,,0.4477003686589104
39220,,0j,0j,0j,0j,,0.4477117840537103
39221,,0j,0j,0j,0j,,0.44772319944851025
39222,,0j,0j,0j,0j,,0.44773461484331023
39223,,0j,0j,0j,0j,,0.44774603023811016
39224,,0j,0j,0j,0j,,0.4477574456329101
39225,,0j,0j,0j,0j,,0.44776886102771
39226,,0j,0j,0j,0j,,0.44778027642250995
39227,,0j,0j,0j,0j,,0.44779169181730993
39228,,0j,0j,0j,0j,,0.44780310721210986
39229,,0j,0j,0j,0j,,0.4478145226069098
39230,,0j,0j,0j,0j,,0.4478259380017097
39231,,0j,0j,0j,0j,,0.4478373533965097
39232,,0j,0j,0j,0j,,0.44784876879130964
39233,,0j,0j,0j,0j,,0.44786018418610957
39234,,0j,0j,0j,0j,,0.4478715995809095
39235,,0j,0j,0j,0j,,0.4478830149757094
39236,,0j,0j,0j,0j,,0.4478944303705094
39237,,0j,0j,0j,0j,,0.44790584576530934
39238,,0j,0j,0j,0j,,0.44791726116010927
39239,,0j,0j,0j,0j,,0.4479286765549092
39240,,0j,0j,0j,0j,,0.4479400919497092
39241,,0j,0j,0j,0j,,0.4479515073445091
39242,,0j,0j,0j,0j,,0.44796292273930904
39243,,0j,0j,0j,0j,,0.447974338134109
39244,,0j,0j,0j,0j,,0.4479857535289089
39245,,0j,0j,0j,0j,,0.4479971689237089
39246,,0j,0j,0j,0j,,0.4480085843185088
39247,,0j,0j,0j,0j,,0.44801999971330875
39248,,0j,0j,0j,0j,,0.4480314151081087
39249,,0j,0j,0j,0j,,0.4480428305029086
39250,,0j,0j,0j,0j,,0.4480542458977086
39251,,0j,0j,0j,0j,,0.4480656612925085
39252,,0j,0j,0j,0j,,0.44807707668730845
39253,,0j,0j,0j,0j,,0.4480884920821084
39254,,0j,0j,0j,0j,,0.44809990747690837
39255,,0j,0j,0j,0j,,0.4481113228717083
39256,,0j,0j,0j,0j,,0.4481227382665082
39257,,0j,0j,0j,0j,,0.44813415366130815
39258,,0j,0j,0j,0j,,0.4481455690561081
39259,,0j,0j,0j,0j,,0.44815698445090807
39260,,0j,0j,0j,0j,,0.448168399845708
39261,,0j,0j,0j,0j,,0.44817981524050793
39262,,0j,0j,0j,0j,,0.44819123063530786
39263,,0j,0j,0j,0j,,0.44820264603010784
39264,,0j,0j,0j,0j,,0.4482140614249078
39265,,0j,0j,0j,0j,,0.4482254768197077
39266,,0j,0j,0j,0j,,0.44823689221450763
39267,,0j,0j,0j,0j,,0.44824830760930756
39268,,0j,0j,0j,0j,,0.44825972300410755
39269,,0j,0j,0j,0j,,0.4482711383989075
39270,,0j,0j,0j,0j,,0.4482825537937074
39271,,0j,0j,0j,0j,,0.44829396918850734
39272,,0j,0j,0j,0j,,0.44830538458330726
39273,,0j,0j,0j,0j,,0.44831679997810725
39274,,0j,0j,0j,0j,,0.4483282153729072
39275,,0j,0j,0j,0j,,0.4483396307677071
39276,,0j,0j,0j,0j,,0.44835104616250704
39277,,0j,0j,0j,0j,,0.448362461557307
39278,,0j,0j,0j,0j,,0.44837387695210695
39279,,0j,0j,0j,0j,,0.4483852923469069
39280,,0j,0j,0j,0j,,0.4483967077417068
39281,,0j,0j,0j,0j,,0.44840812313650674
39282,,0j,0j,0j,0j,,0.4484195385313067
39283,,0j,0j,0j,0j,,0.44843095392610666
39284,,0j,0j,0j,0j,,0.4484423693209066
39285,,0j,0j,0j,0j,,0.4484537847157065
39286,,0j,0j,0j,0j,,0.44846520011050645
39287,,0j,0j,0j,0j,,0.44847661550530643
39288,,0j,0j,0j,0j,,0.44848803090010636
39289,,0j,0j,0j,0j,,0.4484994462949063
39290,,0j,0j,0j,0j,,0.4485108616897062
39291,,0j,0j,0j,0j,,0.4485222770845062
39292,,0j,0j,0j,0j,,0.44853369247930613
39293,,0j,0j,0j,0j,,0.44854510787410606
39294,,0j,0j,0j,0j,,0.448556523268906
39295,,0j,0j,0j,0j,,0.4485679386637059
39296,,0j,0j,0j,0j,,0.4485793540585059
39297,,0j,0j,0j,0j,,0.44859076945330584
39298,,0j,0j,0j,0j,,0.44860218484810577
39299,,0j,0j,0j,0j,,0.4486136002429057
39300,,0j,0j,0j,0j,,0.4486250156377057
39301,,0j,0j,0j,0j,,0.4486364310325056
39302,,0j,0j,0j,0j,,0.44864784642730554
39303,,0j,0j,0j,0j,,0.44865926182210547
39304,,0j,0j,0j,0j,,0.4486706772169054
39305,,0j,0j,0j,0j,,0.4486820926117054
39306,,0j,0j,0j,0j,,0.4486935080065053
39307,,0j,0j,0j,0j,,0.44870492340130524
39308,,0j,0j,0j,0j,,0.4487163387961052
39309,,0j,0j,0j,0j,,0.4487277541909051
39310,,0j,0j,0j,0j,,0.4487391695857051
39311,,0j,0j,0j,0j,,0.448750584980505
39312,,0j,0j,0j,0j,,0.44876200037530495
39313,,0j,0j,0j,0j,,0.4487734157701049
39314,,0j,0j,0j,0j,,0.44878483116490486
39315,,0j,0j,0j,0j,,0.4487962465597048
39316,,0j,0j,0j,0j,,0.4488076619545047
39317,,0j,0j,0j,0j,,0.44881907734930465
39318,,0j,0j,0j,0j,,0.4488304927441046
39319,,0j,0j,0j,0j,,0.44884190813890457
39320,,0j,0j,0j,0j,,0.4488533235337045
39321,,0j,0j,0j,0j,,0.4488647389285044
39322,,0j,0j,0j,0j,,0.44887615432330435
39323,,0j,0j,0j,0j,,0.44888756971810434
39324,,0j,0j,0j,0j,,0.44889898511290427
39325,,0j,0j,0j,0j,,0.4489104005077042
39326,,0j,0j,0j,0j,,0.44892181590250413
39327,,0j,0j,0j,0j,,0.44893323129730406
39328,,0j,0j,0j,0j,,0.44894464669210404
39329,,0j,0j,0j,0j,,0.448956062086904
39330,,0j,0j,0j,0j,,0.4489674774817039
39331,,0j,0j,0j,0j,,0.44897889287650383
39332,,0j,0j,0j,0j,,0.44899030827130376
39333,,0j,0j,0j,0j,,0.44900172366610375
39334,,0j,0j,0j,0j,,0.4490131390609037
39335,,0j,0j,0j,0j,,0.4490245544557036
39336,,0j,0j,0j,0j,,0.44903596985050354
39337,,0j,0j,0j,0j,,0.4490473852453035
39338,,0j,0j,0j,0j,,0.44905880064010345
39339,,0j,0j,0j,0j,,0.4490702160349034
39340,,0j,0j,0j,0j,,0.4490816314297033
39341,,0j,0j,0j,0j,,0.44909304682450324
39342,,0j,0j,0j,0j,,0.4491044622193032
39343,,0j,0j,0j,0j,,0.44911587761410315
39344,,0j,0j,0j,0j,,0.4491272930089031
39345,,0j,0j,0j,0j,,0.449138708403703
39346,,0j,0j,0j,0j,,0.44915012379850294
39347,,0j,0j,0j,0j,,0.44916153919330293
39348,,0j,0j,0j,0j,,0.44917295458810286
39349,,0j,0j,0j,0j,,0.4491843699829028
39350,,0j,0j,0j,0j,,0.4491957853777027
39351,,0j,0j,0j,0j,,0.4492072007725027
39352,,0j,0j,0j,0j,,0.44921861616730263
39353,,0j,0j,0j,0j,,0.44923003156210256
39354,,0j,0j,0j,0j,,0.4492414469569025
39355,,0j,0j,0j,0j,,0.4492528623517024
39356,,0j,0j,0j,0j,,0.4492642777465024
39357,,0j,0j,0j,0j,,0.44927569314130233
39358,,0j,0j,0j,0j,,0.44928710853610226
39359,,0j,0j,0j,0j,,0.4492985239309022
39360,,0j,0j,0j,0j,,0.4493099393257022
39361,,0j,0j,0j,0j,,0.4493213547205021
39362,,0j,0j,0j,0j,,0.44933277011530204
39363,,0j,0j,0j,0j,,0.44934418551010197
39364,,0j,0j,0j,0j,,0.4493556009049019
39365,,0j,0j,0j,0j,,0.4493670162997019
39366,,0j,0j,0j,0j,,0.4493784316945018
39367,,0j,0j,0j,0j,,0.44938984708930174
39368,,0j,0j,0j,0j,,0.44940126248410167
39369,,0j,0j,0j,0j,,0.4494126778789016
39370,,0j,0j,0j,0j,,0.4494240932737016
39371,,0j,0j,0j,0j,,0.4494355086685015
39372,,0j,0j,0j,0j,,0.44944692406330145
39373,,0j,0j,0j,0j,,0.4494583394581014
39374,,0j,0j,0j,0j,,0.44946975485290136
39375,,0j,0j,0j,0j,,0.4494811702477013
39376,,0j,0j,0j,0j,,0.4494925856425012
39377,,0j,0j,0j,0j,,0.44950400103730115
39378,,0j,0j,0j,0j,,0.4495154164321011
39379,,0j,0j,0j,0j,,0.44952683182690106
39380,,0j,0j,0j,0j,,0.449538247221701
39381,,0j,0j,0j,0j,,0.4495496626165009
39382,,0j,0j,0j,0j,,0.44956107801130085
39383,,0j,0j,0j,0j,,0.44957249340610084
39384,,0j,0j,0j,0j,,0.44958390880090077
39385,,0j,0j,0j,0j,,0.4495953241957007
39386,,0j,0j,0j,0j,,0.4496067395905006
39387,,0j,0j,0j,0j,,0.44961815498530056
39388,,0j,0j,0j,0j,,0.44962957038010054
39389,,0j,0j,0j,0j,,0.44964098577490047
39390,,0j,0j,0j,0j,,0.4496524011697004
39391,,0j,0j,0j,0j,,0.44966381656450033
39392,,0j,0j,0j,0j,,0.44967523195930026
39393,,0j,0j,0j,0j,,0.44968664735410024
39394,,0j,0j,0j,0j,,0.4496980627489002
39395,,0j,0j,0j,0j,,0.4497094781437001
39396,,0j,0j,0j,0j,,0.44972089353850003
39397,,0j,0j,0j,0j,,0.4497323089333
39398,,0j,0j,0j,0j,,0.44974372432809995
39399,,0j,0j,0j,0j,,0.4497551397228999
39400,,0j,0j,0j,0j,,0.4497665551176998
39401,,0j,0j,0j,0j,,0.44977797051249974
39402,,0j,0j,0j,0j,,0.4497893859072997
39403,,0j,0j,0j,0j,,0.44980080130209965
39404,,0j,0j,0j,0j,,0.4498122166968996
39405,,0j,0j,0j,0j,,0.4498236320916995
39406,,0j,0j,0j,0j,,0.44983504748649944
39407,,0j,0j,0j,0j,,0.4498464628812994
39408,,0j,0j,0j,0j,,0.44985787827609935
39409,,0j,0j,0j,0j,,0.4498692936708993
39410,,0j,0j,0j,0j,,0.4498807090656992
39411,,0j,0j,0j,0j,,0.4498921244604992
39412,,0j,0j,0j,0j,,0.44990353985529913
39413,,0j,0j,0j,0j,,0.44991495525009906
39414,,0j,0j,0j,0j,,0.449926370644899
39415,,0j,0j,0j,0j,,0.4499377860396989
39416,,0j,0j,0j,0j,,0.4499492014344989
39417,,0j,0j,0j,0j,,0.44996061682929883
39418,,0j,0j,0j,0j,,0.44997203222409876
39419,,0j,0j,0j,0j,,0.4499834476188987
39420,,0j,0j,0j,0j,,0.4499948630136987
39421,,0j,0j,0j,0j,,0.4500062784084986
39422,,0j,0j,0j,0j,,0.45001769380329854
39423,,0j,0j,0j,0j,,0.45002910919809846
39424,,0j,0j,0j,0j,,0.4500405245928984
39425,,0j,0j,0j,0j,,0.4500519399876984
39426,,0j,0j,0j,0j,,0.4500633553824983
39427,,0j,0j,0j,0j,,0.45007477077729824
39428,,0j,0j,0j,0j,,0.45008618617209817
39429,,0j,0j,0j,0j,,0.4500976015668981
39430,,0j,0j,0j,0j,,0.4501090169616981
39431,,0j,0j,0j,0j,,0.450120432356498
39432,,0j,0j,0j,0j,,0.45013184775129794
39433,,0j,0j,0j,0j,,0.45014326314609787
39434,,0j,0j,0j,0j,,0.45015467854089786
39435,,0j,0j,0j,0j,,0.4501660939356978
39436,,0j,0j,0j,0j,,0.4501775093304977
39437,,0j,0j,0j,0j,,0.45018892472529765
39438,,0j,0j,0j,0j,,0.4502003401200976
39439,,0j,0j,0j,0j,,0.45021175551489756
39440,,0j,0j,0j,0j,,0.4502231709096975
39441,,0j,0j,0j,0j,,0.4502345863044974
39442,,0j,0j,0j,0j,,0.45024600169929735
39443,,0j,0j,0j,0j,,0.45025741709409733
39444,,0j,0j,0j,0j,,0.45026883248889726
39445,,0j,0j,0j,0j,,0.4502802478836972
39446,,0j,0j,0j,0j,,0.4502916632784971
39447,,0j,0j,0j,0j,,0.45030307867329705
39448,,0j,0j,0j,0j,,0.45031449406809704
39449,,0j,0j,0j,0j,,0.45032590946289697
39450,,0j,0j,0j,0j,,0.4503373248576969
39451,,0j,0j,0j,0j,,0.4503487402524968
39452,,0j,0j,0j,0j,,0.45036015564729676
39453,,0j,0j,0j,0j,,0.45037157104209674
39454,,0j,0j,0j,0j,,0.45038298643689667
39455,,0j,0j,0j,0j,,0.4503944018316966
39456,,0j,0j,0j,0j,,0.45040581722649653
39457,,0j,0j,0j,0j,,0.4504172326212965
39458,,0j,0j,0j,0j,,0.45042864801609644
39459,,0j,0j,0j,0j,,0.4504400634108964
39460,,0j,0j,0j,0j,,0.4504514788056963
39461,,0j,0j,0j,0j,,0.45046289420049623
39462,,0j,0j,0j,0j,,0.4504743095952962
39463,,0j,0j,0j,0j,,0.45048572499009615
39464,,0j,0j,0j,0j,,0.4504971403848961
39465,,0j,0j,0j,0j,,0.450508555779696
39466,,0j,0j,0j,0j,,0.45051997117449594
39467,,0j,0j,0j,0j,,0.4505313865692959
39468,,0j,0j,0j,0j,,0.45054280196409585
39469,,0j,0j,0j,0j,,0.4505542173588958
39470,,0j,0j,0j,0j,,0.4505656327536957
39471,,0j,0j,0j,0j,,0.4505770481484957
39472,,0j,0j,0j,0j,,0.4505884635432956
39473,,0j,0j,0j,0j,,0.45059987893809555
39474,,0j,0j,0j,0j,,0.4506112943328955
39475,,0j,0j,0j,0j,,0.4506227097276954
39476,,0j,0j,0j,0j,,0.4506341251224954
39477,,0j,0j,0j,0j,,0.45064554051729533
39478,,0j,0j,0j,0j,,0.45065695591209526
39479,,0j,0j,0j,0j,,0.4506683713068952
39480,,0j,0j,0j,0j,,0.4506797867016952
39481,,0j,0j,0j,0j,,0.4506912020964951
39482,,0j,0j,0j,0j,,0.45070261749129503
39483,,0j,0j,0j,0j,,0.45071403288609496
39484,,0j,0j,0j,0j,,0.4507254482808949
39485,,0j,0j,0j,0j,,0.4507368636756949
39486,,0j,0j,0j,0j,,0.4507482790704948
39487,,0j,0j,0j,0j,,0.45075969446529474
39488,,0j,0j,0j,0j,,0.45077110986009467
39489,,0j,0j,0j,0j,,0.4507825252548946
39490,,0j,0j,0j,0j,,0.4507939406496946
39491,,0j,0j,0j,0j,,0.4508053560444945
39492,,0j,0j,0j,0j,,0.45081677143929444
39493,,0j,0j,0j,0j,,0.45082818683409437
39494,,0j,0j,0j,0j,,0.45083960222889435
39495,,0j,0j,0j,0j,,0.4508510176236943
39496,,0j,0j,0j,0j,,0.4508624330184942
39497,,0j,0j,0j,0j,,0.45087384841329414
39498,,0j,0j,0j,0j,,0.45088526380809407
39499,,0j,0j,0j,0j,,0.45089667920289406
39500,,0j,0j,0j,0j,,0.450908094597694
39501,,0j,0j,0j,0j,,0.4509195099924939
39502,,0j,0j,0j,0j,,0.45093092538729385
39503,,0j,0j,0j,0j,,0.45094234078209383
39504,,0j,0j,0j,0j,,0.45095375617689376
39505,,0j,0j,0j,0j,,0.4509651715716937
39506,,0j,0j,0j,0j,,0.4509765869664936
39507,,0j,0j,0j,0j,,0.45098800236129355
39508,,0j,0j,0j,0j,,0.45099941775609353
39509,,0j,0j,0j,0j,,0.45101083315089346
39510,,0j,0j,0j,0j,,0.4510222485456934
39511,,0j,0j,0j,0j,,0.4510336639404933
39512,,0j,0j,0j,0j,,0.45104507933529325
39513,,0j,0j,0j,0j,,0.45105649473009324
39514,,0j,0j,0j,0j,,0.45106791012489317
39515,,0j,0j,0j,0j,,0.4510793255196931
39516,,0j,0j,0j,0j,,0.451090740914493
39517,,0j,0j,0j,0j,,0.451102156309293
39518,,0j,0j,0j,0j,,0.45111357170409294
39519,,0j,0j,0j,0j,,0.45112498709889287
39520,,0j,0j,0j,0j,,0.4511364024936928
39521,,0j,0j,0j,0j,,0.45114781788849273
39522,,0j,0j,0j,0j,,0.4511592332832927
39523,,0j,0j,0j,0j,,0.45117064867809265
39524,,0j,0j,0j,0j,,0.4511820640728926
39525,,0j,0j,0j,0j,,0.4511934794676925
39526,,0j,0j,0j,0j,,0.45120489486249243
39527,,0j,0j,0j,0j,,0.4512163102572924
39528,,0j,0j,0j,0j,,0.45122772565209235
39529,,0j,0j,0j,0j,,0.4512391410468923
39530,,0j,0j,0j,0j,,0.4512505564416922
39531,,0j,0j,0j,0j,,0.4512619718364922
39532,,0j,0j,0j,0j,,0.4512733872312921
39533,,0j,0j,0j,0j,,0.45128480262609205
39534,,0j,0j,0j,0j,,0.451296218020892
39535,,0j,0j,0j,0j,,0.4513076334156919
39536,,0j,0j,0j,0j,,0.4513190488104919
39537,,0j,0j,0j,0j,,0.4513304642052918
39538,,0j,0j,0j,0j,,0.45134187960009176
39539,,0j,0j,0j,0j,,0.4513532949948917
39540,,0j,0j,0j,0j,,0.45136471038969167
39541,,0j,0j,0j,0j,,0.4513761257844916
39542,,0j,0j,0j,0j,,0.45138754117929153
39543,,0j,0j,0j,0j,,0.45139895657409146
39544,,0j,0j,0j,0j,,0.4514103719688914
39545,,0j,0j,0j,0j,,0.4514217873636914
39546,,0j,0j,0j,0j,,0.4514332027584913
39547,,0j,0j,0j,0j,,0.45144461815329123
39548,,0j,0j,0j,0j,,0.45145603354809116
39549,,0j,0j,0j,0j,,0.4514674489428911
39550,,0j,0j,0j,0j,,0.4514788643376911
39551,,0j,0j,0j,0j,,0.451490279732491
39552,,0j,0j,0j,0j,,0.45150169512729094
39553,,0j,0j,0j,0j,,0.45151311052209087
39554,,0j,0j,0j,0j,,0.45152452591689085
39555,,0j,0j,0j,0j,,0.4515359413116908
39556,,0j,0j,0j,0j,,0.4515473567064907
39557,,0j,0j,0j,0j,,0.45155877210129064
39558,,0j,0j,0j,0j,,0.45157018749609057
39559,,0j,0j,0j,0j,,0.45158160289089055
39560,,0j,0j,0j,0j,,0.4515930182856905
39561,,0j,0j,0j,0j,,0.4516044336804904
39562,,0j,0j,0j,0j,,0.45161584907529034
39563,,0j,0j,0j,0j,,0.45162726447009033
39564,,0j,0j,0j,0j,,0.45163867986489026
39565,,0j,0j,0j,0j,,0.4516500952596902
39566,,0j,0j,0j,0j,,0.4516615106544901
39567,,0j,0j,0j,0j,,0.45167292604929005
39568,,0j,0j,0j,0j,,0.45168434144409003
39569,,0j,0j,0j,0j,,0.45169575683888996
39570,,0j,0j,0j,0j,,0.4517071722336899
39571,,0j,0j,0j,0j,,0.4517185876284898
39572,,0j,0j,0j,0j,,0.45173000302328975
39573,,0j,0j,0j,0j,,0.45174141841808974
39574,,0j,0j,0j,0j,,0.45175283381288966
39575,,0j,0j,0j,0j,,0.4517642492076896
39576,,0j,0j,0j,0j,,0.4517756646024895
39577,,0j,0j,0j,0j,,0.4517870799972895
39578,,0j,0j,0j,0j,,0.45179849539208944
39579,,0j,0j,0j,0j,,0.45180991078688937
39580,,0j,0j,0j,0j,,0.4518213261816893
39581,,0j,0j,0j,0j,,0.4518327415764892
39582,,0j,0j,0j,0j,,0.4518441569712892
39583,,0j,0j,0j,0j,,0.45185557236608914
39584,,0j,0j,0j,0j,,0.45186698776088907
39585,,0j,0j,0j,0j,,0.451878403155689
39586,,0j,0j,0j,0j,,0.45188981855048893
39587,,0j,0j,0j,0j,,0.4519012339452889
39588,,0j,0j,0j,0j,,0.45191264934008885
39589,,0j,0j,0j,0j,,0.4519240647348888
39590,,0j,0j,0j,0j,,0.4519354801296887
39591,,0j,0j,0j,0j,,0.4519468955244887
39592,,0j,0j,0j,0j,,0.4519583109192886
39593,,0j,0j,0j,0j,,0.45196972631408855
39594,,0j,0j,0j,0j,,0.4519811417088885
39595,,0j,0j,0j,0j,,0.4519925571036884
39596,,0j,0j,0j,0j,,0.4520039724984884
39597,,0j,0j,0j,0j,,0.4520153878932883
39598,,0j,0j,0j,0j,,0.45202680328808825
39599,,0j,0j,0j,0j,,0.4520382186828882
39600,,0j,0j,0j,0j,,0.45204963407768817
39601,,0j,0j,0j,0j,,0.4520610494724881
39602,,0j,0j,0j,0j,,0.452072464867288
39603,,0j,0j,0j,0j,,0.45208388026208796
39604,,0j,0j,0j,0j,,0.4520952956568879
39605,,0j,0j,0j,0j,,0.45210671105168787
39606,,0j,0j,0j,0j,,0.4521181264464878
39607,,0j,0j,0j,0j,,0.45212954184128773
39608,,0j,0j,0j,0j,,0.45214095723608766
39609,,0j,0j,0j,0j,,0.4521523726308876
39610,,0j,0j,0j,0j,,0.4521637880256876
39611,,0j,0j,0j,0j,,0.4521752034204875
39612,,0j,0j,0j,0j,,0.45218661881528743
39613,,0j,0j,0j,0j,,0.45219803421008736
39614,,0j,0j,0j,0j,,0.45220944960488735
39615,,0j,0j,0j,0j,,0.4522208649996873
39616,,0j,0j,0j,0j,,0.4522322803944872
39617,,0j,0j,0j,0j,,0.45224369578928714
39618,,0j,0j,0j,0j,,0.45225511118408707
39619,,0j,0j,0j,0j,,0.45226652657888705
39620,,0j,0j,0j,0j,,0.452277941973687
39621,,0j,0j,0j,0j,,0.4522893573684869
39622,,0j,0j,0j,0j,,0.45230077276328684
39623,,0j,0j,0j,0j,,0.4523121881580868
39624,,0j,0j,0j,0j,,0.45232360355288675
