# Annual demand (TWh),Annual Energy Losses (TWh),PV Capacity (GW),PV Avg Annual Gen (GWh),Wind Capacity (GW),Wind Avg Annual Gen (GWh),Hydro Capacity (GW),Hydro Avg Annual Gen (GWh),Fossil Capacity (GW),Fossil Generation (GWh),Inter Capacity (GW),Inter Generation (GWh),PHES-PowerCap (GW),PHES-EnergyCap (GWh),CapDCO,CapDCS,CapAC,LCOE,LCOG,LCOB,LCOG_PV,LCOG_Wind,LCOG_Hydro,LCOG_Inter,LCOGFossil,LCOBS_PHES,LCOBT,LCOB_LossesSpillage
652.999999999001,5.31437382973807,1743.2554963588846,2296.197590118164,1165.123830454535,4317.398030993975,30.200000000000003,48.78944236529679,0.9690000000000001,0.0009689999999999999,0.0,0.0,78.09071922437943,290.2254330223368,90.6655634237454,0.0,250.45732105449582,352.26889877305274,30.509814623166857,321.7590841498859,45.179208484507704,22.487665820487948,50.00000000000001,0.0,100.00000000000001,6.431817904341282,31.999387725677867,283.3278785198667
