# Annual demand (TWh),Annual Energy Losses (TWh),PV Capacity (GW),PV Avg Annual Gen (GWh),Wind Capacity (GW),Wind Avg Annual Gen (GWh),Hydro Capacity (GW),Hydro Avg Annual Gen (GWh),Fossil Capacity (GW),Fossil Generation (GWh),PHES-PowerCap (GW),PHES-EnergyCap (GWh),CapDCO,CapDCS,CapAC,LCOE,LCOG,LCOB,LCOG_PV,LCOG_Wind,LCOG_Hydro,LCOGFossil,LCOBS_PHES,LCOBT,LCOB_LossesSpillage
208.00000000007,0.0,24.16769384652889,32.74386955352661,36.414413699433325,136.77176553657506,3.8770000000000002,28.872614203204797,34.219,48.67876775393931,11.872424876106379,121.97911240968824,0.0,0.0,7.524559678351954,58.25995718682756,43.64840333600076,14.611553850826802,43.92300460737206,22.18560373465684,50.0,100.0,4.070066749738313,2.3433480760453507,8.198139025043139
