# Annual demand (TWh),Annual Energy Losses (TWh),PV Capacity (GW),PV Avg Annual Gen (TWh),Wind Capacity (GW),Wind Avg Annual Gen (TWh),Hydro Capacity (GW),Hydro Avg Annual Gen (TWh),Fossil Capacity (GW),Fossil Generation (TWh),PHES-PowerCap (GW),PHES-EnergyCap (GWh),CapDCO,CapDCS,CapAC,LCOE,LCOG,LCOB,LCOG_PV,LCOG_Wind,LCOG_Hydro,LCOGFossil,LCOBS_PHES,LCOBT,LCOB_LossesSpillage
90.000000000076,0.0,53.72627852942969,75.442403663342,11.01968941114319,40.214219943752994,9.412,7.8006656003376005,1.8780000000000001,1.0560976831184021,21.010149877452932,335.20531967912393,0.0,0.0,2.7412006675229352,74.07231728771367,37.45727142799155,36.61504585972212,42.37971911372526,22.834109960628147,50.0,150.0,20.27789795891853,1.9729556713067646,14.36419222949683
