# Annual demand (TWh),Annual Energy Losses (TWh),PV Capacity (GW),PV Avg Annual Gen (TWh),Wind Capacity (GW),Wind Avg Annual Gen (TWh),Hydro Capacity (GW),Hydro Avg Annual Gen (TWh),Fossil Capacity (GW),Fossil Generation (TWh),PHES-PowerCap (GW),PHES-EnergyCap (GWh),CapDCO,CapDCS,CapAC,LCOE,LCOG,LCOB,LCOG_PV,LCOG_Wind,LCOG_Hydro,LCOGFossil,LCOBS_PHES,LCOBT,LCOB_LossesSpillage
208.00000000007,0.0,27.44334519591939,37.181922318030686,42.12908843244804,158.23596263042646,3.8770000000000002,19.463125951598172,34.219,56.49256479311928,13.90462287783157,143.12709797597927,0.0,0.0,8.700251138448802,64.04762844456305,43.35762925927424,20.689999185288805,43.92300460737206,22.18560373465684,50.0,100.0,4.770278740295324,2.709489677035509,13.21023076795797
