# Annual demand (TWh),Annual Energy Losses (TWh),PV Capacity (GW),PV Avg Annual Gen (GWh),Wind Capacity (GW),Wind Avg Annual Gen (GWh),Hydro Capacity (GW),Hydro Avg Annual Gen (GWh),Fossil Capacity (GW),Fossil Generation (GWh),PHES-PowerCap (GW),PHES-EnergyCap (GWh),CapDCO,CapDCS,CapAC,LCOE,LCOG,LCOB,LCOG_PV,LCOG_Wind,LCOG_Hydro,LCOGFossil,LCOBS_PHES,LCOBT,LCOB_LossesSpillage
30,0,0.308237355,0.432826684,0.441980784,1.612923176,9.412,28.8726142,1.878,0.313537766,1.249968469,8.746744687,0,0,0.09147853,53.79985943,48.99340532,4.806454106,42.37971911,22.83410996,50,100,2.597095904,0.19752268,2.011835522
