# Annual demand (TWh),Annual Energy Losses (TWh),PV Capacity (GW),PV Avg Annual Gen (GWh),Wind Capacity (GW),Wind Avg Annual Gen (GWh),Hydro Capacity (GW),Hydro Avg Annual Gen (GWh),Fossil Capacity (GW),Fossil Generation (GWh),PHES-PowerCap (GW),PHES-EnergyCap (GWh),CapDCO,CapDCS,CapAC,LCOE,LCOG,LCOB,LCOG_PV,LCOG_Wind,LCOG_Hydro,LCOGFossil,LCOBS_PHES,LCOBT,LCOB_LossesSpillage
1306.0000000004538,11.25174545703127,206.6232681617139,292.7070845377494,322.73542834720746,1207.751141876141,14.224,58.58140012756462,59.43,61.01752581051876,103.18064665101338,2523.7498629675247,141.85272095811933,0.0,66.61331835105862,54.95124221660796,29.76437883637142,25.186863380236538,42.00807920898809,22.267095353499045,50.0,100.0,8.778620699124389,8.929864363752971,7.478378317359178
