# Annual demand (TWh),Annual Energy Losses (TWh),PV Capacity (GW),PV Avg Annual Gen (TWh),Wind Capacity (GW),Wind Avg Annual Gen (TWh),Hydro Capacity (GW),Hydro Avg Annual Gen (TWh),Fossil Capacity (GW),Fossil Generation (TWh),PHES-PowerCap (GW),PHES-EnergyCap (GWh),CapDCO,CapDCS,CapAC,LCOE,LCOG,LCOB,LCOG_PV,LCOG_Wind,LCOG_Hydro,LCOGFossil,LCOBS_PHES,LCOBT,LCOB_LossesSpillage
172.99999999947002,0.0,24.197003855384537,32.90581545546968,27.618265841119864,105.19052175562672,10.342,51.42869760000001,11.387,21.022685001684675,11.60970499310497,155.97633141060942,0.0,0.0,5.765623206777819,56.16690153547062,39.96742282796363,16.19947870750699,43.75984425346869,21.878330530903867,50.0,100.00000000000001,5.366161758856121,2.158833746286068,8.6744832023648
