# Annual demand (TWh),Annual Energy Losses (TWh),PV Capacity (GW),PV Avg Annual Gen (GWh),Wind Capacity (GW),Wind Avg Annual Gen (GWh),Hydro Capacity (GW),Hydro Avg Annual Gen (GWh),Fossil Capacity (GW),Fossil Generation (GWh),Inter Capacity (GW),Inter Generation (GWh),PHES-PowerCap (GW),PHES-EnergyCap (GWh),CapDCO,CapDCS,CapAC,LCOE,LCOG,LCOB,LCOG_PV,LCOG_Wind,LCOG_Hydro,LCOG_Inter,LCOGFossil,LCOBS_PHES,LCOBT,LCOB_LossesSpillage
2652,108.9739476,438.1727097,580.1379675,547.752935,2037.541647,40.78812024,142.050719,158.552242,251.1439667,0,0,255.1601298,1254.011014,653.8900583,350.5159862,113.9323141,79.96291997,34.52017901,45.44274097,44.94701635,22.40126799,50,0,100,5.68179134,33.41016716,6.350782471
