# Annual demand (TWh),Annual Energy Losses (TWh),PV Capacity (GW),PV Avg Annual Gen (TWh),Wind Capacity (GW),Wind Avg Annual Gen (TWh),Hydro Capacity (GW),Hydro Avg Annual Gen (TWh),Fossil Capacity (GW),Fossil Generation (TWh),PHES-PowerCap (GW),PHES-EnergyCap (GWh),CapDCO,CapDCS,CapAC,LCOE,LCOG,LCOB,LCOG_PV,LCOG_Wind,LCOG_Hydro,LCOGFossil,LCOBS_PHES,LCOBT,LCOB_LossesSpillage
1883.6800010231502,18.065401319860865,312.078587570526,437.7227384524923,490.21331446822245,1833.8907500633316,35.35176,75.54044119876357,59.43,78.07731087155904,172.69232762819138,4953.501974766186,223.58888512593904,0.0,101.16344876934976,58.947253877277355,29.277716915079697,29.669536962197657,42.4279155611311,22.274400577425105,50.00000000000001,100.0,11.26780751228731,9.619477426720838,8.78225202318951
