1000.0000001293392,1000.0000008583756,1000.0000009185705,5000.000000727233,5000.000000220247,7.060517585807247,25.235917995422824,35.2471373371518,25.705378091573948,33.28791240262217,4.3449108488857746e-07,1.3700118870474398e-06,1500.0000001666194,600.0000015855694,600.0000007963536,4.215056219332837,6192.992988541228,3967.232804328067,8468.84823175811,6420.5954252636275,24508.719223510445
7.66607531147838,3.059545360883931e-05,7.12460205249954e-05,1.5231991710606962e-05,5.429091015685117e-05,13.353529735274748,28.774334771845133,41.28552437374822,53.39298251478549,39.48455845550676,2.404799412342072,1.9354870440965897,7.249346999419686,7.078928972111498,6.029417452296002,325.8261109076702
