KH-TH,0.023636757
KH-VS,0.019361492
LAN-TH,0.023636757
LAS-TH,0.023636757
KH-LAS,0.023636757
VS-LAS,0.023636757
MY_I-TH,0.023636757
MM_I-TH,0.023636757
LAN-VH,0.023636757
VH-VS,0.023636757
VH-CH_I,0.023636757
SAC-CACW,0.023636757
CACW-MAC,0.019361492
MAC-CACE,0.023636757
MAC-CACN,0.023636757
CACN-NAC,0.023636757
CACN-NEC,0.023636757
NAC-NEC,0.023636757
SAC-MY_I,0.023636757
NAC-MM_I,0.023636757
CACE-KH_I,0.023636757
NEC-LAS_I,0.023636757
NAC-LAN_I,0.023636757
